Id,MSZoning,LotArea,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SaleCondition,SalePrice
21,3.0,9.562123369834488,16.0,2.0,8.0,4.0,2005.0,2006.0,0.0,7.055312843339753,7.055312843339753,7.105786129481271,7.773594467360192,0.0,6.0,1.0,2005.0,3.0,853.0,5.484796933490657,5.043425116919247,0.0,5.0,12.692503112461445
22,4.0,8.915969311373606,9.0,2.0,7.0,6.0,1930.0,1950.0,0.0,6.45833828334479,7.011213987350367,0.0,7.011213987350367,0.0,6.0,1.0,1930.0,1.0,280.0,0.0,0.0,0.0,4.0,11.84510277730856
23,3.0,9.184304357425342,5.0,2.0,8.0,4.0,2002.0,2002.0,0.0,7.483244416073849,7.493317248862145,0.0,7.493317248862145,0.0,6.0,1.0,2002.0,2.0,534.0,5.147494476813453,5.075173815233828,0.0,4.0,12.345834587905333
24,4.0,8.348774539791274,10.0,2.0,5.0,6.0,1976.0,1976.0,6.734591659972947,6.947937068614969,6.966967138613982,0.0,6.966967138613982,1.0,6.0,1.0,1976.0,2.0,572.0,4.61512051684126,4.709530201312334,0.0,4.0,11.774520202658687
25,3.0,9.017604776833355,19.0,2.0,5.0,7.0,1968.0,2001.0,5.241747015059644,6.966967138613982,6.966967138613982,0.0,6.966967138613982,1.0,6.0,1.0,1968.0,1.0,270.0,6.008813185442595,4.51085950651685,0.0,4.0,11.944707881395766
26,3.0,9.56317796268366,16.0,2.0,8.0,4.0,2007.0,2007.0,0.0,7.356918242356023,7.3783837129967145,0.0,7.3783837129967145,0.0,6.0,1.0,2007.0,3.0,890.0,0.0,4.043051267834549,0.0,4.0,12.454103912352162
27,3.0,8.881975184248867,12.0,2.0,5.0,6.0,1951.0,2000.0,5.459585514144161,6.803505257608338,6.803505257608338,0.0,6.803505257608338,0.0,6.0,0.0,2005.0,2.0,576.0,5.407171771460121,3.49650756146648,0.0,4.0,11.811547477460346
28,3.0,9.348274558065496,16.0,2.0,8.0,4.0,2007.0,2008.0,7.105786129481271,7.4413203897176174,7.4413203897176174,0.0,7.4413203897176174,1.0,6.0,1.0,2008.0,3.0,772.0,0.0,3.9318256327243257,0.0,4.0,12.631340380934516
29,3.0,9.700269170029188,12.0,2.0,5.0,5.0,1957.0,1997.0,7.153051634937482,7.3031700512368,7.3783837129967145,0.0,7.3783837129967145,1.0,6.0,2.0,1957.0,1.0,319.0,5.666426688112433,5.556828061699537,0.0,4.0,12.24288661865289
30,4.0,8.752265313595721,3.0,1.0,4.0,5.0,1927.0,1950.0,0.0,6.255750041753367,6.255750041753367,0.0,6.255750041753367,0.0,6.0,0.0,1920.0,1.0,240.0,3.912023005428147,0.0,0.0,4.0,11.134589024250317
31,0.0,9.04793908261736,9.0,1.0,4.0,3.0,1920.0,1950.0,0.0,6.476972362889682,6.476972362889682,6.505784060128229,7.183870715062453,0.0,6.0,0.0,1920.0,1.0,250.0,0.0,4.007333185232471,0.0,4.0,10.596634733096073
32,3.0,9.053101595549693,19.0,2.0,5.0,5.0,1966.0,2006.0,0.0,7.113956109566034,7.113956109566034,0.0,7.113956109566034,0.0,6.0,0.0,1966.0,1.0,271.0,0.0,4.189654742026425,0.0,4.0,11.914047823644257
33,3.0,9.310185706945898,5.0,2.0,8.0,4.0,2007.0,2007.0,0.0,7.118826249062077,7.118826249062077,0.0,7.118826249062077,0.0,6.0,0.0,2007.0,2.0,484.0,0.0,3.4339872044851463,0.0,4.0,12.100156419938624
34,3.0,9.264165458671089,12.0,2.0,5.0,4.0,1959.0,1959.0,6.926577033222724,7.243512974665482,7.438971592395863,0.0,7.438971592395863,0.0,6.0,1.0,1959.0,2.0,447.0,0.0,3.6635616461296463,0.0,4.0,12.016726473799254
35,3.0,8.897545598709328,16.0,2.0,9.0,4.0,2005.0,2005.0,7.050989447068045,7.3537223303996315,7.3537223303996315,0.0,7.3537223303996315,1.0,6.0,1.0,2005.0,2.0,556.0,5.318119993844216,3.87120101090789,0.0,4.0,12.533576212168624
36,3.0,9.504426892100957,16.0,2.0,8.0,4.0,2004.0,2005.0,0.0,7.0192966537150445,7.032624261028007,7.186144304522325,7.8050670442584895,0.0,6.0,1.0,2004.0,3.0,691.0,4.736198448394496,3.49650756146648,0.0,4.0,12.641096555879884
37,3.0,9.292841593487925,5.0,2.0,5.0,4.0,1994.0,1995.0,0.0,7.001245622069478,7.001245622069478,0.0,7.001245622069478,0.0,6.0,0.0,1995.0,2.0,672.0,5.973809611869261,4.174387269895637,0.0,4.0,11.884489021402711
38,3.0,9.051696278536586,12.0,2.0,5.0,5.0,1954.0,1990.0,7.101675971619444,7.168579897264035,7.168579897264035,0.0,7.168579897264035,0.0,6.0,1.0,1954.0,2.0,498.0,0.0,0.0,0.0,4.0,11.938193200374572
39,3.0,8.977525200965243,12.0,2.0,5.0,6.0,1953.0,2007.0,6.595780513961311,6.964135612418245,6.964135612418245,0.0,6.964135612418245,1.0,6.0,0.0,1953.0,1.0,246.0,0.0,3.970291913552122,0.0,0.0,11.599103161211278
40,3.0,8.706324840138741,7.0,2.0,4.0,4.0,1955.0,1955.0,0.0,0.0,7.050122520269059,0.0,7.050122520269059,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.314474526246393
41,3.0,9.066354521447801,12.0,2.0,6.0,4.0,1965.0,1965.0,6.467698726104354,6.9930151229329605,7.1891677384203225,0.0,7.1891677384203225,0.0,6.0,1.0,1965.0,2.0,440.0,0.0,4.9344739331306915,0.0,0.0,11.982929094215965
42,3.0,9.735423867488873,23.0,2.0,5.0,5.0,1959.0,1959.0,6.875232087276577,7.208600337960199,7.192182058713247,0.0,7.192182058713247,0.0,6.0,2.0,1959.0,1.0,308.0,0.0,4.653960350157523,0.0,4.0,12.0435537160324
43,3.0,9.1248914101437,20.0,2.0,5.0,6.0,1983.0,1983.0,6.617402977974478,6.734591659972947,6.7855876450079275,0.0,6.7855876450079275,1.0,6.0,0.0,1983.0,2.0,504.0,5.484796933490657,0.0,0.0,4.0,11.877568578558135
44,3.0,9.12706745278236,5.0,2.0,5.0,5.0,1975.0,1980.0,5.638354669333745,6.844815479208263,6.844815479208263,0.0,6.844815479208263,1.0,6.0,0.0,1977.0,1.0,308.0,4.983606621708336,0.0,0.0,4.0,11.777210959615614
45,3.0,8.980423936374542,12.0,2.0,5.0,5.0,1959.0,1959.0,5.1929568508902095,7.048386408721884,7.048386408721884,0.0,7.048386408721884,1.0,6.0,0.0,1959.0,1.0,300.0,0.0,0.0,0.0,4.0,11.856515169360303
46,3.0,8.943636705909594,16.0,2.0,9.0,4.0,2005.0,2005.0,6.124683390894206,7.4690838849212335,7.4690838849212335,0.0,7.4690838849212335,1.0,6.0,1.0,2005.0,2.0,576.0,5.2832037287379885,4.4188406077965965,0.0,4.0,12.675763725937607
47,3.0,9.458995712459117,11.0,2.0,7.0,4.0,2003.0,2003.0,7.20934025660291,7.268920128193723,7.325807502595773,6.448889394146858,7.673223121121707,1.0,6.0,1.0,2003.0,2.0,670.0,5.1298987149230735,3.7841896339182615,5.293304824724492,0.0,12.3870850123755
48,1.0,9.314430080500564,21.0,2.0,8.0,4.0,2006.0,2006.0,3.218875824868201,7.4127640174265625,7.4127640174265625,0.0,7.4127640174265625,0.0,6.0,0.0,2006.0,3.0,826.0,0.0,4.990432586778736,0.0,4.0,12.428015476267865
49,4.0,8.402231172946555,17.0,2.0,4.0,4.0,1920.0,2008.0,0.0,6.602587892189336,6.602587892189336,6.57507584059962,7.2813856635702825,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.635143097694476
50,3.0,8.954544488386723,19.0,2.0,5.0,6.0,1966.0,1966.0,6.6385677891665225,6.862757913051403,6.862757913051403,0.0,6.862757913051403,1.0,6.0,0.0,1966.0,1.0,386.0,0.0,0.0,0.0,4.0,11.751942365440724
51,3.0,9.537483513308876,8.0,2.0,6.0,5.0,1997.0,1997.0,5.2094861528414205,6.678342114654332,6.678342114654332,6.517671272912276,7.293697720601437,0.0,6.0,0.0,1997.0,2.0,388.0,0.0,4.330733340286331,0.0,4.0,12.083905011555967
52,4.0,8.738895704934043,3.0,2.0,6.0,5.0,1934.0,1950.0,0.0,6.705639094860003,6.705639094860003,0.0,7.0707241072602764,0.0,6.0,1.0,1985.0,2.0,528.0,4.727387818712341,0.0,0.0,4.0,11.648330101976432
53,4.0,9.044639916198463,9.0,8.0,5.0,4.0,1963.0,1963.0,4.653960350157523,6.705639094860003,6.705639094860003,0.0,6.705639094860003,1.0,6.0,0.0,1963.0,2.0,516.0,4.672828834461906,0.0,0.0,4.0,11.608235644774554
54,3.0,10.825203541055348,24.0,2.0,9.0,4.0,1981.0,1987.0,7.501634457883411,7.519149957669822,7.519149957669822,0.0,7.519149957669822,2.0,6.0,1.0,1981.0,3.0,894.0,6.754604099487962,4.290459441148391,0.0,4.0,12.86099861326992
55,3.0,8.872767529910934,12.0,2.0,5.0,4.0,1955.0,1955.0,5.9532433342877855,5.9532433342877855,7.215975002651466,0.0,7.215975002651466,0.0,2.0,1.0,1962.0,2.0,572.0,0.0,3.9318256327243257,0.0,4.0,11.77528972943772
56,3.0,9.227787285579904,12.0,2.0,6.0,4.0,1964.0,1964.0,6.19644412779452,7.262628600974241,7.262628600974241,0.0,7.262628600974241,0.0,6.0,1.0,1964.0,2.0,576.0,0.0,0.0,0.0,4.0,12.103486056755074
57,1.0,7.880804344674902,21.0,2.0,8.0,4.0,1999.0,2000.0,6.476972362889682,6.878326468291325,6.891625897052253,6.6293632534374485,7.461640392208575,1.0,6.0,0.0,1999.0,2.0,480.0,4.7535901911063645,0.0,0.0,0.0,12.058152515453553
58,3.0,9.362718052397064,5.0,2.0,7.0,4.0,2004.0,2004.0,0.0,6.7580945044277305,6.7580945044277305,6.7580945044277305,7.450660796211539,0.0,6.0,0.0,2004.0,2.0,565.0,0.0,4.262679877041316,0.0,4.0,12.188417710291452
59,3.0,9.52390946537981,22.0,2.0,10.0,4.0,2006.0,2006.0,0.0,7.252053951852813,7.2633296174768365,7.326465613840322,7.9882035970225775,0.0,6.0,1.0,2006.0,3.0,641.0,5.262690188904887,0.0,0.0,5.0,12.991753427493052
60,3.0,8.881975184248867,5.0,2.0,5.0,6.0,1972.0,1972.0,6.450470422144176,6.660575149839686,6.660575149839686,0.0,6.660575149839686,0.0,6.0,0.0,1973.0,1.0,352.0,5.2832037287379885,0.0,0.0,4.0,11.73526869611367
61,3.0,9.478304313561859,20.0,5.0,6.0,4.0,2004.0,2004.0,6.848005274576362,7.055312843339753,7.055312843339753,0.0,7.055312843339753,1.0,6.0,0.0,2006.0,2.0,576.0,0.0,3.9318256327243257,0.0,5.0,11.970350312009106
62,4.0,8.881975184248867,9.0,2.0,5.0,6.0,1920.0,1996.0,0.0,6.274762021241939,6.366470447731437,6.274762021241939,7.013915474810528,0.0,6.0,0.0,1935.0,1.0,288.0,0.0,0.0,0.0,4.0,11.522875795823396
63,3.0,8.770749549138642,16.0,2.0,8.0,4.0,2006.0,2006.0,3.218875824868201,7.223295679562312,7.223295679562312,0.0,7.223295679562312,0.0,6.0,1.0,2006.0,2.0,484.0,4.795790545596741,3.912023005428147,0.0,4.0,12.218495165528731
64,4.0,9.239996256883694,17.0,6.0,7.0,5.0,1921.0,1950.0,0.0,6.3578422665081,6.805722553416985,6.695798917058491,7.444833273892192,0.0,6.0,0.0,1990.0,2.0,480.0,2.5649493574615367,2.4849066497880004,0.0,4.0,11.849397701591439
65,3.0,9.145908511816792,5.0,2.0,7.0,4.0,1997.0,1998.0,6.606650186198214,6.964135612418245,6.964135612418245,6.885509670034818,7.618251097876695,1.0,6.0,0.0,1998.0,2.0,645.0,6.3578422665081,3.6109179126442235,0.0,4.0,12.299107511497365
66,3.0,9.16868469670735,16.0,2.0,8.0,4.0,2004.0,2005.0,0.0,7.042286171939742,7.042286171939742,7.193685818395113,7.813591552952433,0.0,6.0,1.0,2004.0,3.0,852.0,5.262690188904887,5.0238805208462765,0.0,4.0,12.666657052859414
67,3.0,9.898525260706313,12.0,3.0,7.0,4.0,1970.0,1989.0,6.816735880594968,7.5745584842024805,7.6998424073969876,0.0,7.6998424073969876,1.0,2.0,1.0,1970.0,2.0,576.0,5.71042701737487,0.0,0.0,4.0,12.100712129872349
68,3.0,9.274816391160547,5.0,2.0,7.0,4.0,2003.0,2003.0,6.921658184151129,7.282073658093465,7.299797366758161,0.0,7.299797366758161,1.0,6.0,0.0,2003.0,2.0,558.0,4.976733742420574,3.4011973816621555,0.0,4.0,12.328290278254425
69,4.0,8.435766192720509,17.0,0.0,4.0,5.0,1945.0,1950.0,0.0,6.617402977974478,6.617402977974478,0.0,6.617402977974478,0.0,6.0,0.0,1945.0,1.0,220.0,0.0,0.0,0.0,4.0,11.289781913656018
70,3.0,9.654641503869543,4.0,2.0,7.0,3.0,1953.0,1953.0,6.403574197934816,7.173958319756794,7.173958319756794,6.891625897052253,7.735433352499688,0.0,6.0,1.0,1953.0,2.0,667.0,0.0,3.0910424533583165,0.0,4.0,12.323855681186554
71,3.0,9.521641310026595,12.0,2.0,7.0,5.0,1973.0,1973.0,7.539558829301032,7.707062655370473,7.707062655370473,0.0,7.707062655370473,1.0,6.0,2.0,1973.0,2.0,516.0,5.7071102647488745,0.0,0.0,4.0,12.404923504275338
72,3.0,8.935903526274423,11.0,2.0,4.0,5.0,1982.0,2006.0,6.338594078203182,6.740519359606223,6.740519359606223,0.0,6.740519359606223,1.0,6.0,0.0,1987.0,2.0,360.0,0.0,0.0,0.0,4.0,11.771436160121727
73,3.0,9.224440496354962,8.0,2.0,7.0,4.0,1998.0,1998.0,0.0,6.725033642166842,6.786716950605081,6.726233402358747,7.449498005382849,0.0,6.0,1.0,1998.0,2.0,427.0,0.0,4.553876891600541,5.676753802268282,4.0,12.128111104060464
74,3.0,9.23024103368252,12.0,2.0,5.0,6.0,1954.0,2003.0,5.771441123130018,6.99117688712121,6.99117688712121,0.0,6.99117688712121,1.0,6.0,0.0,1989.0,2.0,490.0,0.0,0.0,0.0,4.0,11.883799128308773
75,4.0,8.66406026722579,17.0,2.0,3.0,5.0,1915.0,1950.0,0.0,6.734591659972947,6.734591659972947,6.641182169740591,7.381501894506707,0.0,6.0,0.0,1915.0,1.0,379.0,0.0,0.0,0.0,4.0,11.5843154610569
76,4.0,7.375882148215012,10.0,2.0,4.0,4.0,1973.0,1973.0,6.137727054086232,6.137727054086232,6.267200548541362,6.137727054086232,6.8966943316227125,1.0,6.0,0.0,1973.0,1.0,297.0,4.795790545596741,4.624972813284272,0.0,4.0,11.418614785498988
77,3.0,9.044993919388187,12.0,2.0,4.0,6.0,1956.0,1956.0,5.433722003554242,6.859614903654202,6.859614903654202,0.0,6.859614903654202,0.0,6.0,0.0,1956.0,1.0,283.0,0.0,0.0,0.0,4.0,11.818570237796182
78,4.0,9.063694791634695,3.0,2.0,5.0,4.0,1948.0,2001.0,5.8200829303523625,6.511745329644728,6.9782137426306985,5.365976015021852,7.1592919047975645,1.0,2.0,0.0,1948.0,1.0,240.0,0.0,0.0,0.0,4.0,11.751942365440724
79,3.0,9.285355075781627,19.0,2.0,4.0,4.0,1968.0,1968.0,0.0,7.478169694159787,7.478169694159787,0.0,7.478169694159787,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.824079893607152
80,4.0,9.25349564229011,17.0,2.0,5.0,5.0,1910.0,1981.0,0.0,6.089044875446848,6.52649485957079,6.3080984415095305,7.115582126184454,0.0,6.0,0.0,1966.0,2.0,440.0,4.31748811353631,0.0,0.0,4.0,11.608235644774554
81,3.0,9.472781556562168,12.0,2.0,6.0,5.0,1968.0,1968.0,6.1070228877422545,6.799055862058796,7.075808863978387,6.8679744089702925,7.669961995473577,0.0,6.0,1.0,1968.0,1.0,509.0,0.0,4.290459441148391,5.53338948872752,4.0,12.173032791451972
82,4.0,8.412054873292933,11.0,2.0,6.0,4.0,1998.0,1998.0,7.091742115095153,7.121252453244543,7.1989312406881725,0.0,7.1989312406881725,1.0,6.0,0.0,1998.0,2.0,405.0,0.0,5.298317366548036,0.0,4.0,11.941455846009385
83,3.0,9.2308290384035,21.0,2.0,8.0,4.0,2007.0,2007.0,3.5263605246161616,7.3550019211052575,7.3550019211052575,0.0,7.3550019211052575,0.0,6.0,1.0,2007.0,3.0,758.0,4.976733742420574,4.605170185988092,0.0,4.0,12.409013489526865
84,3.0,9.093019729399641,12.0,2.0,5.0,4.0,1960.0,1960.0,0.0,6.97166860472579,6.97166860472579,0.0,6.97166860472579,0.0,6.0,0.0,1974.0,2.0,461.0,4.31748811353631,0.0,0.0,4.0,11.747997587149715
85,3.0,9.051461866908694,8.0,2.0,7.0,4.0,1995.0,1996.0,0.0,5.9532433342877855,6.690842277418564,6.508769136971682,7.296413268773919,0.0,6.0,1.0,1995.0,2.0,400.0,4.795790545596741,4.290459441148391,0.0,4.0,12.034691028774553
86,3.0,9.684086987500752,15.0,2.0,8.0,4.0,1991.0,1992.0,0.0,7.161622002939187,7.171656822768514,7.018401799069201,7.790696031174737,0.0,6.0,1.0,1991.0,2.0,462.0,4.852030263919617,4.4188406077965965,0.0,4.0,12.468436909997664
87,3.0,9.385301574363844,8.0,2.0,6.0,4.0,2005.0,2005.0,0.0,6.5294188382622265,6.5294188382622265,6.776506992372183,7.353081920515432,0.0,6.0,1.0,2005.0,2.0,400.0,4.61512051684126,3.6635616461296463,0.0,4.0,12.066810578196664
88,1.0,8.281977058867758,21.0,2.0,6.0,4.0,2009.0,2009.0,0.0,6.4183649359362125,6.4183649359362125,6.4183649359362125,7.110696122978827,0.0,6.0,0.0,2009.0,2.0,528.0,0.0,5.459585514144161,0.0,5.0,12.010665849187564
89,0.0,9.044403844431553,9.0,1.0,3.0,1.0,1915.0,1982.0,0.0,6.921658184151129,6.921658184151129,0.0,7.3310603052186325,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.350406535472453
90,3.0,8.996032669324373,5.0,2.0,4.0,4.0,1994.0,1995.0,6.3784261836515865,6.898714534329987,6.898714534329987,0.0,6.898714534329987,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.724805824005726
91,3.0,8.881975184248867,12.0,2.0,4.0,4.0,1950.0,1950.0,0.0,0.0,6.947937068614969,0.0,6.947937068614969,0.0,6.0,0.0,1950.0,2.0,420.0,0.0,3.4011973816621555,0.0,4.0,11.607326140391713
92,3.0,9.04793908261736,12.0,2.0,5.0,2.0,1961.0,1961.0,6.398594934535207,7.1196356380176375,7.1196356380176375,0.0,7.1196356380176375,0.0,6.0,0.0,1961.0,2.0,480.0,0.0,0.0,0.0,0.0,11.498826540590727
93,3.0,9.500095294588895,6.0,2.0,5.0,6.0,1921.0,2006.0,6.570882962339582,6.776506992372183,6.872128101338986,0.0,6.872128101338986,1.0,6.0,0.0,1921.0,2.0,432.0,0.0,0.0,0.0,4.0,12.004568269319446
95,3.0,9.141847375530883,5.0,2.0,6.0,4.0,1997.0,1997.0,6.4754327167040895,6.715383386334683,6.80903930604298,6.782192056006791,7.488293515159427,1.0,6.0,0.0,1997.0,2.0,684.0,0.0,5.093750200806762,0.0,4.0,12.229545001715314
96,3.0,9.186662244621603,8.0,2.0,6.0,7.0,1993.0,1993.0,5.739792912179233,6.523562306149513,6.523562306149513,6.6732979677676525,7.293697720601437,0.0,6.0,1.0,1993.0,2.0,420.0,5.4510384535657,4.1588830833596715,0.0,4.0,12.128111104060464
97,3.0,9.236495329453033,5.0,2.0,7.0,4.0,1999.0,1999.0,7.0587581525186645,7.370860166536716,7.370860166536716,0.0,7.370860166536716,0.0,6.0,0.0,1999.0,2.0,472.0,5.0689042022202315,3.4011973816621555,0.0,4.0,12.273731294003987
98,3.0,9.2985343827121,7.0,2.0,4.0,4.0,1965.0,1965.0,6.255750041753367,6.8679744089702925,6.8679744089702925,0.0,6.8679744089702925,1.0,6.0,0.0,1965.0,1.0,432.0,4.795790545596741,0.0,0.0,4.0,11.458997122944671
99,3.0,9.271059107010887,7.0,2.0,5.0,4.0,1920.0,1950.0,4.6913478822291435,6.129050210060545,6.728628613084703,0.0,6.728628613084703,0.0,6.0,0.0,1920.0,1.0,366.0,0.0,0.0,0.0,0.0,11.326595886778732
100,3.0,9.140025198061156,12.0,2.0,4.0,4.0,1959.0,1959.0,6.345636360828596,6.85751406254539,7.111512116496158,0.0,7.111512116496158,1.0,6.0,0.0,0.0,0.0,0.0,5.8664680569332965,0.0,0.0,4.0,11.76718001130949
101,3.0,9.268986567408916,14.0,2.0,6.0,6.0,1977.0,2001.0,7.0909098220799835,7.384610383176974,7.384610383176974,0.0,7.384610383176974,1.0,6.0,2.0,1977.0,2.0,480.0,5.1298987149230735,4.23410650459726,0.0,4.0,12.230765258120543
102,3.0,9.127719343287843,20.0,2.0,6.0,4.0,1985.0,1985.0,0.0,6.60934924316738,6.885509670034818,6.628041376179532,7.457609289715606,0.0,6.0,1.0,1985.0,2.0,476.0,5.262690188904887,3.8501476017100575,0.0,4.0,12.089538829274225
103,3.0,8.856376036730422,20.0,2.0,5.0,4.0,1979.0,1979.0,0.0,0.0,7.336936913707618,0.0,7.336936913707618,0.0,6.0,0.0,1979.0,2.0,410.0,0.0,0.0,0.0,2.0,11.686576205316555
104,3.0,9.249849505070896,5.0,2.0,7.0,4.0,2009.0,2009.0,0.0,7.112327444710911,7.112327444710911,0.0,7.112327444710911,0.0,6.0,0.0,2009.0,3.0,740.0,0.0,3.6109179126442235,0.0,4.0,12.200557464842065
105,4.0,8.956608738893948,9.0,2.0,7.0,3.0,1931.0,1950.0,5.416100402204419,6.947937068614969,7.112327444710911,6.385194398997728,7.506042178518123,0.0,6.0,2.0,1951.0,1.0,240.0,0.0,0.0,5.220355825078325,4.0,12.040608205802641
